"Number","Name","Nickname","Correspondence language","Address","Address addon","ZIP / Postal code","City","State","Country","Phone","Category","Currency","Payment method","Comment for student record","Tax number","Web","Groups","Active","First name","Surname","E-mail","Commission category","Terms of payments","Cancellation category","Created by","Created","Updated by","Updated on"
"","Study Bridge","Study Bridge","English","","","","","","Ukraine","","Travel agent","","Net prior to arrival","","","http://studybridge.com.ua/partner_zone.html","7. Inactive","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Study DIY","StudyDIY","English","11F, No.2 Sec.4 Zhongxiao Rd.","","","Taipei 106","","Taiwan","+886 266 1 72222","Travel agent","","Net prior to arrival","","","www.studydiy.com.tw","3. Gone Quiet","Yes","Chase","Wen","chase@studydiy.com.tw","25% All Courses","","","Team, Accomm","04/07/2018","","10/05/2022"
"","Study In Travel","StudyInTravel","English","Zhandosova 35A-10","",050057,"Almaty","","Kazakhstan","+7 701 743 81 45","","","Net prior to arrival","","","","","Yes","Zalikha","Seidova","studyintravel@gmail.com","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Success, success@","08/08/2019","","10/05/2022"
"","Study Over Borders Agency","SOBA","English","704-1601 Barclay Street","","V6G 1J9","Vancouver","British Columbia","Canada","+ 52 1 55 1277 0463","Travel agent","€","Net prior to arrival","","","www.studyoverborders.com","2. Active Engaged","Yes","Geoffroy","Gobilliard","geoff@studyoverborders.com","25% All Courses","","","Team, ULearn","01/05/2018","","10/05/2022"
"","StudyUK Limited","StudyUK Limited","English","","","","","","Saudi Arabia","0044 1202233282","Travel agent","","Net prior to arrival","","","http://studyuk.co.uk","3. Gone Quiet","Yes","Hammadi","Nait Charif","studyuk@hotmail.co.uk","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Sue Jackson Malawi","Sue Jackson Malawi","English","Lingadzi house","Pvt bag 394","","Lilongwe","","Malawi","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Sun Academy","SunAcademy","English","Foça Mahallesi 956.sokak 2/a","48300 Fethiye/Mugla Turkey","","","","Turkey","+90 541 886 8126","Travel agent","€","Net prior to arrival","","","https://sunacademy.net/","2. Active Engaged","Yes","Aysenur","Tuna","hello@sunacademy.net","20% All Courses","","","Team, Partners","22/01/2024","","22/01/2024"
"","Tajseer Int.","Tajseer Int.","English","","","","","","Saudi Arabia","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Taw Intercambios","Taw Intercambios","English","","","","","","Brazil","353 (87)1794136","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","Carlos","Rua","carlosrua@tawintercambios.com.br","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
947318394,"Teacher Academy Ireland Ltd","EuroPass","English","6 Abbey Business Park","Baldoyle Industrial Estate","","Dublin 13","","Ireland","0039-055-2345802","Foreign School","€","Net at school","EuroPass Invoices are paid retrospectively every fortnightly with payment expected immediately on remittance","","www.europass.it","","Yes","David","Baroni","david.baroni@europass.it","25% All Courses","","","Team, ULearn","11/01/2017","","10/05/2022"
"","Tefal International","Tefal International","English","","","","","","Egypt","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Teori Education and Consultancy","Teori","English","Sair Nedim Caddesi No:18/6 Akaretler Besiktas Istanbul","","","","","Turkey","+90 212 260 20 65","Travel agent","","Net prior to arrival","","","","","Yes","Cansu","Erensen","cansu@teoriegitim.com","25% All Courses","","","Team, ULearn","15/11/2018","","10/05/2022"
"","Thai Study Abroad Consultant Co., Ltd","Thai Study Abroad","English","491 Building 4th Floor","Phayathai Rajthevee Bangkok 10400",10400,"Bangkok","","Thailand",+6622455845,"Travel agent","€","Gross prior to arrival","","","","","Yes","Apichaya","Manola","info@thaistudyabroad.com","22.5% All Courses","","","Team, Partners","10/02/2025","","10/02/2025"
"","The English Academy","The English Academy","English","","","","","","Brazil","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","The Gap LTD","The GAP","English","4-2-8, Imazato","Nagaokakyo","","Kyoto","","Japan","+81 90 1135 8315","Travel agent","€","Net prior to arrival","","","https://newryugaku.jp","New agents 2020","Yes","Ryuya","Yamamoto","r.yamamoto@thegap.co.jp","25% All Courses","","","Team, Partners","17/05/2023","","17/05/2023"
"","The Language Learning Centre","TLLC","English","Via Vittorio Veneto 97/3  Busalla","","","Genova","","Italy",+393397226509,"Foreign School","€","Net prior to arrival","","","","New agents 2020","Yes","Louise","Holden","llcbusalla@gmail.com","20% All Courses","","","Team, ULearn","26/04/2022","","10/05/2022"
"","The Sheridan School of English","The Sheridan School of English","English","","","","","","Spain","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","Niall",",","sheridanidiomas@gmail.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Thebing - Agency ABC","ABC","English","449 Parkway Street","","CA 90017","Los Angeles","","United States","760-316-2363","","","Net prior to arrival","","","","","Yes","John","Kogut","johnbkogut@cuvox.de","25% All Courses","","","Support, Thebing","26/10/2012","","10/05/2022"
"","Time 2 Travel","Time 2 Travel","English","Unit 1, Bakers Yard,","","","Dublin 1, Ireland","","Brazil",0874613758,"Travel agent","€","Net prior to arrival","","","","Do not contact","Yes","Tania","Alonso","atendimento@t2tagency.com","25% All Courses","","","Team, Partners","17/06/2016","","10/05/2022"
"","Time to Move Ireland","Time to Move","English","Mallow, Co Cork","","","","","",+353838766095,"Travel agent","","Net prior to arrival","","","www.timetomove.ie","","Yes","Anzhelika","Samuilova","asamuilova@pora-valit.com","25% All Courses","","","Team, ULearn","06/03/2019","","10/05/2022"
"","TNS Worldwide","TNS Worldwide","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","To Fly Intercambio","To Fly Intercambio","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Toastmaster","Toastmaster","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Top School","Top School Spain","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Travel Abroad","Travel Abroad","English","","","","","","Nigeria","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Travel Now","Travel Now","English","","","","","","","","Travel agent","€","Net prior to arrival","","","https://www.travelnowagencia.com/","New agents 2020","Yes","Travel","Now","finanzas@travelnow.mx","20% All Courses","","","Team, ULearn","29/01/2020","","10/05/2022"
"","Travel Tours Davis","Travel Tours Davis","English","nas No518 entre San Martin y Lanza Edif.","Centrum planta baja Of.2","","Cochabamba","","Bolivia","591 4 4505220 - 591 4 4500692","Travel agent","","Net prior to arrival","","","www.desbymtours.com.bo","7. Inactive","Yes","Liseth","Fuentes Guillen","esterlisethf@gmail.com","","","","Team, ULearn","21/09/2016","","10/05/2022"
"","Travel2Learn","Travel2Learn","English","Madero Oriente #164, colonia centro","Tacambaro, Michoacan",61650,"UAPA871022JX1","","Mexico",+353899595706,"Travel agent","€","Net prior to arrival","","","http://www.travel2learn.eu/","New agents 2020","Yes","Anai Lileishi","Urbano Pizano","anai.urbano@travel2learn.eu","25% All Courses","Student Pay Terms","","Team, ULearn","16/06/2020","","10/05/2022"
"","Travelling & Learning Intercambio","Travelling & Learning Intercambio","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","TravelMATE (Conexao Global)","TravelMATE (Conexao Global)","English","Rua Irmão Joaquim, 78B,","Centro -","","Florianópolis/SC","","Brazil","55 48 3024.6465","Travel agent","€","Net prior to arrival","","","travelmate.com.br","4. Gone Quiet - Prospect","Yes","Aline","Heidemann","aline@travelmate.com.br","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Travelworks Russia","TrvlwrkRUS","English","Off. 307 bld 7A Friedrich Engels Str","","","Voronezh","","Russia",+79202114429,"Travel agent","€","Net prior to arrival","","","www.travelworks.ru","10. Prospect - Gold","Yes","Maksim","Kostiuchenko","maksim@travelworks.ru","25% All Courses","","","Team, ULearn","20/12/2017","","10/05/2022"
"","Trinity Viaggi Studio","Trinity Viaggi Studio","English","Via Nazionale 221,","",00184,"Roma","","Italy","+39 06 4875367","Travel agent","","Net prior to arrival","","","www.trinityviaggistudio.it","","Yes","Stefania","Di Vittorio","stefaniadivittorio@trinityviaggistudio.it","20% All Courses","","","Team, ULearn","01/02/2017","","10/05/2022"
"","Trip Study","Trip Study","English","Rua Joaquim Carneiro, 120 – sala 406.","Ed. Deschamps Office Capoeiras.","","Florianópolis, SC","","Brazil","","Travel agent","","Net prior to arrival","","","www.tripstudy.com.br","7. Inactive","Yes","Michele","Stecca","michele@tripstudy.com.br","15% All Courses","","","Gill, Paul","19/05/2016","","10/05/2022"
"","TST","TST","English","","","","","","Russia","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","","","","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","24/04/2019","","10/05/2022"
"","U.E.A.","U.E.A.","English","","","","","","Uruguay","","Foreign School","","Net prior to arrival","","","","7. Inactive","Yes","Liliana","Suárez","uea@englishgardeninstitute.org","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Ubook blued inc","Ubook blued inc","English","2-12-23, Sakura Shin-Machi,","Setagaya,","","Tokyo","","Japan","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","UEG","UEG","English","4th floor,","4-5 Grafton Street,","","Dublin 2,","","Saudi Arabia","353 894299951","Travel agent","","Net prior to arrival","","","www.uegireland.com","7. Inactive","Yes","Salah","Abbas","salah.ueg@gmail.com","25% All Courses","","","Team, ULearn","17/06/2016","","10/05/2022"
"","UHAK Finder","UHAK Finder","English","Unit 6","4dong","Kukdong Apt.","Hagyedong, Nowon Gu,","Seoul","South Korea","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","","","","27% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","UHAK School","UHAK School","English","6th Floor, 12-5 Gwancheol-dong,","110-111","Jongno-gu","Seoul","","South Korea","","Travel agent","","Net prior to arrival","","","www.uhakschool.com","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","UhakNow","Uhaknow","English","1D Buxton Rd,","E15 1QU","","London","","South Korea","+44 7823 888719","Travel agent","","Net prior to arrival","","","http://cafe.naver.com/892zoa http://cafe.daum.net/londonminbak","3. Gone Quiet","Yes","John","Shin","jung_hoshin@hotmail.com","25% All Courses","","","Gill, Paul","31/05/2018","","10/05/2022"
"","UKUHAK IES","UKUHAK IES","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","UKUHAK.COM","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","UNext Intercâmbios","UNext Intercâmbios","English","","","","","","Brazil","+55 21 4042 8999","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Flavia","Tavernari","info@unextintercambios.com.br","22% All Courses","","","Gill, Paul","14/07/2015","","10/05/2022"
"","UNI Mundo","UNI Mundo","English","Rua João Negrão, 731","Sala 808","80.010-200","Curitiba","PR","Brazil","55 41 3225 6776","Travel agent","","Net prior to arrival","","","www.unimundo.com.br","7. Inactive","Yes","Guilherme","Nunes","unimundo@unimundo.com.br","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Union Jack Services","Union Jack Services","English","","","","","","Italy","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Up English","Up English","English","Avda. Jaume I,","19 Entreplanta A","","Alicante","","Spain",+34966389928,"Travel agent","€","Net prior to arrival","","","www.upenglish.com","7. Inactive","Yes","Ignacio","Candel","ignacio@upenglish.es","25% All Courses","","","Team, Partners","17/06/2016","","10/05/2022"
"","Up Language Exchange","Up Lang Ex","English","Knockcullen Park,","Knocklyon,","","Dublin 16","","Ireland","","Website","","Net prior to arrival","","","www.uplanguageexchange.com/","","Yes","","","","27.5% Courses","","","Gill, Paul","06/11/2018","","10/05/2022"
"","UTravel Intercambio","UTravel","English","777 Mostardeiro  St - 14th floor","Moinhos de Vento","90430-091","Porto Alegre","Rio Grande do Sul","Brazil","+353 1 485 1169","Travel agent","€","Net prior to arrival","","","www.utravelintercambio.com.br","7. Inactive","Yes","Marcel","Durgante","info@utravelintercambio.com.br","25% All Courses","","","Team, ULearn","23/03/2018","","10/05/2022"
"","Vaga-Mundo","Vaga-Mundo","English","1 Thomastown House, Spencer Dock, Dublin 1, Eircode: D01 W9H3, Dublin, Ireland","","","Dublin","","","","","€","Net prior to arrival","","","","2. Active Engaged","Yes","Carina","Rivero","info@vaga-mundo.com","25% All Courses","Partner Pay Terms - Course & Accomm","ULearn Cancellation Policy 2018","Team, ULearn","09/05/2019","","10/05/2022"
"","Vamos English","Vamos English","English","23 Mountjoy Square E, Mountjoy, Dublin 1, D01 PK35","","","Dublin","","Ireland","","Travel agent","€","Net prior to arrival","","","http://vamosenglish.com/","New agents 2020","Yes","","","","20% All Courses","","","Team, ULearn","29/01/2020","","10/05/2022"
"","Vector International Education Consultancy","VECTOR","English","Cube 3, Beacon South Quarter","Sandyford","","Dublin","","Russia","+7 495 9759153","Travel agent","€","Net prior to arrival","","","","3. Gone Quiet","Yes","Maria","Poljakova","m.poljakova@vector-imc.com","25% All Courses","","","Team, ULearn","27/07/2016","","10/05/2022"
"","Vendas Mix Intercambio","Vendas Mix Intercambio","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","www.mixintercambio.com.br","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Viacheslav Ponezha","Viacheslav Ponezha","English","","","","","","Ukraine","","Individual","","Net prior to arrival","","","","7. Inactive","Yes","Slava","Ponezha","write2slava@gmail.com","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Viaggi Starnini","ViaggiStarnini","English","Via San Gottardo","","6598 Tenero","","","Switzerland","","Travel agent","","Net prior to arrival","","","","","Yes","Carmen","Starnini","info@starnini.ch","25% All Courses","","","Team, ULearn","18/04/2018","","10/05/2022"
"","Viajar&Aprender","Viajar&Aprender","English","","","","","","Mexico","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Vibe Intercâmbios LTDA","VibeIntercâmbios","English","Paulista Avenue, 1106, room 1, 16th floor","","01310-914","São Paulo","","Brazil",+5511999078800,"Travel agent","€","Net prior to arrival","","","","","Yes","Alessandro","Fernandes dos Santos","alessandro@vibeintercambios.com","22.5% All Courses","","","Team, Partners","04/06/2025","","04/06/2025"
"","VietAn","VietAn","English","Room 407,","Van Nam Building No 26 Lang Road,","","Ha Noi,","","Vietnam",0913101864,"Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Pham","Thi Phuong Dung","vietindia.ltd@gmail.com","25% All Courses","","","Gill, Paul","03/06/2016","","10/05/2022"
"","Vital Language & Business Institute","Vital Intercambios","English","11 - 12 Baggot Court,","","","Dublin 2","","Brazil","089 430 6958","Travel agent","€","Net prior to arrival","","","","5. Old VIP (Nurture)","Yes","Euzana","Nogueira","euzana.vitalintercambios@gmail.com","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Viva la Vida","Viva la Vida","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Vocepelomundo","Vocepelomundo","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Vyvchay! Educational Agency","Vyvchay! Educational Agency","English","28 Predslavynska St","office 309",03150,"Kyiv","","Ukraine","+380 44 362 73 63","Travel agent","","Net prior to arrival","","","http://vyvchay.com","7. Inactive","Yes","Yuliya","Drach","yuliya.drach@vyvchay.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","WakeUp Intercambios","WakeUp Intercambios","English","Avenida do Cursino, 1589","sala 04",01000,"São Paulo,","SP Brazil","Brazil","","Travel agent","€","Net prior to arrival","","","","7. Inactive","Yes","Karen","Pereira","karen@wakeupintercambios.com.br","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Walailug Garvey","Pui Thailand","English","19 Madden Road South Circular Road","Dublin 8","","Dublin","","Ireland",+353894347395,"Travel agent","€","Net prior to arrival","","","","","Yes","Walailug","Garvey","pcgarveybiz@gmail.com","22.5% All Courses","","","Team, Partners","24/02/2025","","24/02/2025"
"","Wanderlusters","Wanderlusters","English","Calle Rio Nevá, Col. Santa María","",88710,"","","Mexico",+528992291661,"Travel agent","€","Net prior to arrival","","","https://wanderlusters.com.mx","New agents 2020","Yes","Jorge","Ortega","jorge.ortega@wanderlusters.com.mx","22% All Courses","","","Team, Partners","01/08/2024","","01/08/2024"
"","Well Cared Ireland","Well Cared","English","30 Hwayang-ro 50beon-gil, Paldal-gu,","","409-830","Gyeonggi-do","","South Korea","","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Jihee","Kim","wellcared.ireland@gmail.com","25% All Courses","","","Team, ULearn","16/08/2017","","10/05/2022"
"","WENS Global","WENS","English","WENS Global","","201ho, Dang-il B/D, 8, Dangsan-ro 47-gil,","Yeongdeungpo-gu, Seoul,","","South Korea","","Travel agent","","Net prior to arrival","","","wens.modoo.at","1. VIP","Yes","Dae","Ro Cha","cdr4600@nate.com","25% All Courses","","","Gill, Paul","06/12/2017","","10/05/2022"
"","WEST1","West1","English","L8, Suite 803, 307 Pitt Street","","","Sydney","","Australia","","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Carol","West1","admissions@west1.com.au","22% All Courses","","","Team, Partners","18/01/2017","","06/07/2022"
"","WEWALK","WEWALK","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","White Lotus","White Lotus","English","5th Floor, 79 Nguyen Trai St","Ben Thanh Ward, Dist 1","","Ho Chi Minh","","Vietnam","+84 919 969292","Travel agent","€","Net prior to arrival","","","www.whitelotus.edu.vn","7. Inactive","Yes","Elisa Thu","Bui","thubui.whitelotus@gmail.com","25% All Courses","","","Gill, Paul","23/10/2018","","10/05/2022"
"","WICE","WICE","English","Rua Conselheiro Crispiano, 139, Conj 134 Setor 1,","","","São Paulo","","Brazil","","Travel agent","","Net prior to arrival","","","","","Yes","Cassio","Lacerda","cassio.lacerda@wice.com.br","20% All Courses","","","Team, Partners","17/06/2016","","10/05/2022"
"","Widerful","Oriol","English","C/Josep Maria Pellicer, 5","Ripoll",17500,"","Catalunya","Spain","","Foreign School","€","Net prior to arrival","","","https://widerful.com/","New agents 2020","Yes","","","","20% All Courses","","","Gill, Paul","07/03/2023","","07/03/2023"
"","Wisdom Path Limited","WPL","English","30, The Oaks, Rockfield","Dundrum, Dublin, Ireland","","Dublin","","Ireland","+353 83 885 63 23","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Mengmeng(Tracy)","Li","info@wisdompath.ie","25% All Courses","","","Team, Partners","28/08/2025","","28/08/2025"
"","Wisetrip Intercambio","Wisetrip Intercambio","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","WithIreland Korea","WithIreland Korea","English","99 Olympic-ro,","Songpa-gu","143-401,","Seoul","","South Korea","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Lorcan","O'Connor Lloyd","withireland@naver.com","30% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Work on English classes for AEC students","Work and study in Ireland","English","","","","","","",+3530833443441,"","","Net prior to arrival","","","www.workandstudyinireland.com","","Yes","Jariya","Seenual","jariyaseen@gmail.com","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Success, success@","04/07/2019","","10/05/2022"
"","Working Holiday Association Busan","Working Holiday Association Busan","English","#257-9, Bujeon 2dong,","Busan jin-gu Busan,","","","","South Korea","82-51-816-4646","Travel agent","","Net prior to arrival","","","/www.workingholiday.com","7. Inactive","Yes","Winnie","Park","winnie@workingholiday.com","22.5% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Working Holiday Makers","Working Holiday Makers","English","6th Floor, Samwon Bldg, 818-15,","Yeoksam-dong Gangnam-gu,","135-932,","Seoul,","","South Korea",0879964097,"Travel agent","","Net prior to arrival","","","http://www.whmakers.co.kr","7. Inactive","Yes","Keria E","Park","keira@whmakers.co.kr","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","World and Global Partner LLC","World and Global Partner LLC","English","","","","","","",+97694090919,"","","Net prior to arrival","","","www.facebook.com/WorldEducationMongolia/","","Yes","Tsendsuren","Tsogmandal","w.globalpartner@gmail.com","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, Partners","30/07/2019","","10/05/2022"
"","World Avenue","World Avenue","English","BUREX4F 3-5-2  Koujimachi,","Chiyoda-ku,","","Tokyo","","Japan","","Travel agent","","Net prior to arrival","","","www.world-avenue.co.jp","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","World Education Center","World Education Center","English","4F 1503 Dunsan-dong,","Seo-gu,","","Daejeon 302-120","","South Korea","","Travel agent","","Net prior to arrival","","","www.worlduhak.net","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","World Education Kft.","World Education Kft.","English","6080 Szabadszallas, Toldi Miklos utca 9","","","","","Hungary",+36308977828,"","€","Net prior to arrival","","","","","Yes","Krisztina","Szellner","info@worldedu.hu","25% All Courses","Partner Pay Terms - Course Only (EU)","ULearn Cancellation Policy 2018","Success, success@","23/09/2019","","10/05/2022"
"","World Place","World Place","English","Rua Dom Pedro I, 891","Agua Verde","80620-130","Curitiba","","Brazil","+55 41 3242 8920","Travel agent","€","Net prior to arrival","","","https://worldplace.com.br/","New agents 2020","Yes","Carolina","Kokis","info@worldplace.com.br","22% All Courses","","","Team, Partners","27/02/2024","","27/02/2024"
"","World Study","World Study","English","Av. Cristóvão Colombo, 2427,","sala 302","90560-005","Porto Alegre","RS","Brazil","","Travel agent","","Net prior to arrival","","","www.worldstudy.com.br","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","WORLD2GO Limited","WORLD2GO","English","APT 418, BLOCK J, CASTLEFORBES SQUARE","","","","","Ireland",+353830059094,"","","Net prior to arrival","","","www.world2go.ie","","Yes","Maleny","Gasca","maleny@world2go.ie","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Success, success@","04/07/2019","","10/05/2022"
"","Worldwide Partners LLC","WWP LLC","English","Sowinskiego 5A","","31-524","Krakow","","Poland",+48532319247,"Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Jakhongir","Abdujalilov","office@worldwidepartners.eu","22% All Courses","","","Team, Partners","13/09/2023","","13/09/2023"
"","www.ulearnschool.com","www.ulearnschool.com","","89 Harcourt Street, Dublin","",2,"Dublin","","Ireland","","","","Net prior to arrival","","","","","Yes","","","","","","","","17/06/2016","","10/05/2022"
"","XPA Travel & Exchange","XPA","English","","","","","","Chile","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Yelena","Aguayo","yelenaaguayo@xpaexchange.com","22% All Courses","","","Team, Partners","23/08/2016","","10/05/2022"
"","YES Agency","YES","English","Tamaulipas 9 Mexico Nuevo","Estado de Mexico",52966,"","","Mexico","+353 83 810 9699","Travel agent","€","Net prior to arrival","","","http://yesagency.mx/","New agents 2020","Yes","Carlos","Magana","contacto@yesagency.mx","20% All Courses","","","Team, Accounts","07/09/2020","","10/05/2022"
"","Yuhak Planner","Yuhak Planner","English","2005, Doosan Bearstel,","1319-11 Seocho-dong,","","Seocho-gu","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Yuhak Times","Yuhak Times","English","","","137-070","Seoul","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Zafar Bari","Zafar Bari","English","Al-Rigga Street,","Deira,","P.o. Box: 90396,","Dubai,","","United Arab Emirates","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Zhida","Zhida","English","NO.33 Pearse Street,","","","Dublin 2,","","Ireland","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"

